,lookback,frequency,ShortTermWeight,LongTermWeight,RSI_weight,v_ratio_weight,Z_weight,TotalAnnReturn,CAGR,sharpe,volatility,p_val
44,20,1W-FRI-100%,5,1,1,1,-1,0.290915956,0.1437,0.674955399,0.256478199,0.03004
35,20,1W-FRI-100%,2,2,2,1,-1,0.264706682,0.1358,0.666014787,0.244693331,0.03332
42,20,1W-FRI-100%,4,2,1,1,-1,0.271856187,0.138,0.663881673,0.250754736,0.04524
89,30,2W-FRI-100%,4,1,2,1,-1,0.261132977,0.1347,0.661271596,0.245286288,0.03748
20,10,2W-FRI-100%,3,1,1,1,-1,0.286801994,0.1425,0.645229635,0.273152598,0.21954
41,20,1W-FRI-100%,4,1,2,1,-1,0.250319464,0.1313,0.63691071,0.252252994,0.04
17,10,2W-FRI-100%,2,1,2,1,-1,0.263821177,0.1355,0.632973374,0.264987835,0.1733
22,10,2W-FRI-100%,3,2,1,1,-1,0.246540749,0.1301,0.629082754,0.254216909,0.1632
88,30,2W-FRI-100%,4,1,1,1,-1,0.23208982,0.1253,0.624365373,0.246273878,0.06404
16,10,2W-FRI-100%,2,1,1,1,-1,0.243722932,0.1292,0.622649524,0.256375698,0.18564
92,30,2W-FRI-100%,5,1,1,1,-1,0.234289357,0.1261,0.61820092,0.252242652,0.05556
94,30,2W-FRI-100%,5,2,1,1,-1,0.223968867,0.1226,0.615659205,0.245143517,0.05052
46,20,1W-FRI-100%,5,2,1,1,-1,0.229358515,0.1244,0.61310886,0.251210675,0.04724
36,20,1W-FRI-100%,3,1,1,1,-1,0.21928454,0.1209,0.603765762,0.248756167,0.03958
93,30,2W-FRI-100%,5,1,2,1,-1,0.221328878,0.1216,0.603295869,0.251314499,0.05462
84,30,2W-FRI-100%,3,1,1,1,-1,0.212511692,0.1186,0.60310469,0.243328643,0.04554
47,20,1W-FRI-100%,5,2,2,1,-1,0.219708902,0.1211,0.600674476,0.251336947,0.04602
37,20,1W-FRI-100%,3,1,2,1,-1,0.215261458,0.1195,0.597610897,0.249379925,0.0403
80,30,2W-FRI-100%,2,1,1,1,-1,0.19498845,0.1122,0.58340028,0.23996155,0.0615
85,30,2W-FRI-100%,3,1,2,1,-1,0.198033835,0.1133,0.582734342,0.243471813,0.05068
21,10,2W-FRI-100%,3,1,2,1,-1,0.227624618,0.1238,0.577643039,0.277382423,0.2928
45,20,1W-FRI-100%,5,1,2,1,-1,0.200629405,0.1143,0.567356952,0.25776961,0.08452
27,10,2W-FRI-100%,4,2,2,1,-1,0.209189483,0.1174,0.563787539,0.270394068,0.16094
18,10,2W-FRI-100%,2,2,1,1,-1,0.190021408,0.1103,0.5627008,0.24972641,0.18592
26,10,2W-FRI-100%,4,2,1,1,-1,0.197015566,0.1129,0.548817882,0.270005259,0.16424
19,10,2W-FRI-100%,2,2,2,1,-1,0.176961237,0.1053,0.543983304,0.249429658,0.1863
25,10,2W-FRI-100%,4,1,2,1,-1,0.188663387,0.1098,0.531873108,0.27580398,0.26304
24,10,2W-FRI-100%,4,1,1,1,-1,0.183926905,0.108,0.526652875,0.274749119,0.2673
29,10,2W-FRI-100%,5,1,2,1,-1,0.168608026,0.1019,0.501976087,0.27987082,0.21894
28,10,2W-FRI-100%,5,1,1,1,-1,0.168608026,0.1019,0.501976087,0.27987082,0.21988
30,10,2W-FRI-100%,5,2,1,1,-1,0.149119301,0.0937,0.476219795,0.276916504,0.25792
31,10,2W-FRI-100%,5,2,2,1,-1,0.149119301,0.0937,0.476219795,0.276916504,0.25982
50,20,2W-FRI-100%,2,2,1,1,-1,0.113454069,0.0772,0.437367772,0.248259145,0.27806
51,20,2W-FRI-100%,2,2,2,1,-1,0.108484793,0.0747,0.42743746,0.248469899,0.29656
49,20,2W-FRI-100%,2,1,2,1,-1,0.094855324,0.0675,0.397716614,0.251340185,0.2619
59,20,2W-FRI-100%,4,2,2,1,-1,0.087005605,0.0632,0.378454526,0.256191465,0.2884
54,20,2W-FRI-100%,3,2,1,1,-1,0.084145754,0.0616,0.374219286,0.252171622,0.345
55,20,2W-FRI-100%,3,2,2,1,-1,0.079815036,0.0591,0.364640805,0.251900579,0.3464
48,20,2W-FRI-100%,2,1,1,1,-1,0.074716022,0.0561,0.353027177,0.251481507,0.25364
58,20,2W-FRI-100%,4,2,1,1,-1,0.063224908,0.0491,0.324011256,0.255820351,0.28692
56,20,2W-FRI-100%,4,1,1,1,-1,0.057560115,0.0454,0.309676881,0.256706611,0.25602
52,20,2W-FRI-100%,3,1,1,1,-1,0.051439271,0.0414,0.294052877,0.255452006,0.2702
60,20,2W-FRI-100%,5,1,1,1,-1,0.045816975,0.0375,0.278464809,0.259706427,0.31264
53,20,2W-FRI-100%,3,1,2,1,-1,0.044456221,0.0366,0.275117027,0.255578056,0.28514
62,20,2W-FRI-100%,5,2,1,1,-1,0.043085507,0.0356,0.271185885,0.257541791,0.26496
63,20,2W-FRI-100%,5,2,2,1,-1,0.039536889,0.0331,0.26120395,0.257774496,0.26466
57,20,2W-FRI-100%,4,1,2,1,-1,0.032304194,0.0277,0.2400723,0.257755301,0.27368
61,20,2W-FRI-100%,5,1,2,1,-1,0.031147047,0.0268,0.23684629,0.261333201,0.39224
