Date,DIA,TLT,CASH,DIA_CHOICE,TLT_CHOICE,CASH_CHOICE,DateCopy,B_FREQ,DIA_LEN,DIA_LEX,DIA_NUL,DIA_R,TLT_LEN,TLT_LEX,TLT_NUL,TLT_R,CASH_LEN,CASH_LEX,CASH_NUL,CASH_R,ALL_R,DETREND_ALL_R,I,DETREND_I
2016-04-01,0.006113670722563969,0.00260840796395434,0.0,1.0,0.0,0.0,2016-04-01,both,True,False,1.0,0.006113670722563969,False,True,0.0,0.0,False,True,0.0,0.0,0.006113670722563969,0.010637974764553304,1.0766463336067649,0.8450540800493168
2016-04-04,-0.003376160120669991,0.0006120359920884777,0.0,1.0,0.0,0.0,2016-04-04,both,True,False,1.0,-0.003376160120669991,False,True,0.0,0.0,False,True,0.0,0.0,-0.003376160120669991,-0.0076848963807389925,1.0730114031911762,0.8385599270080171
2016-04-05,-0.007339240462853613,0.010936223011715152,0.0,1.0,0.0,0.0,2016-04-05,both,True,False,1.0,-0.007339240462853613,False,True,0.0,0.0,False,True,0.0,0.0,-0.007339240462853613,-0.015390436326990331,1.0651363144837722,0.8256541238450346
2016-04-06,0.006938452180555332,-0.007262327011107295,0.0,1.0,0.0,0.0,2016-04-06,both,True,False,1.0,0.006938452180555332,False,True,0.0,-0.0,False,True,0.0,0.0,0.006938452180555332,0.012326617710445076,1.0725267118675907,0.8358316465907247
2016-04-07,-0.00988442698249048,0.012345022233483105,0.0,0.0,1.0,0.0,2016-04-07,both,False,True,0.0,-0.00988442698249048,True,False,1.0,0.0,False,True,0.0,0.0,-0.00988442698249048,-0.020372755776095763,1.061925399897365,0.8188034525847999
2016-04-08,0.002110531046616293,-0.006323347027386905,0.0,0.0,1.0,0.0,2016-04-08,both,False,True,0.0,0.002110531046616293,True,False,1.0,-0.0,False,True,0.0,0.0,0.002110531046616293,0.002920519968089952,1.0641666264230387,0.8211947844180149
2016-04-11,-0.0012520760708919498,-0.001287481434311566,0.0,0.0,1.0,0.0,2016-04-11,both,False,True,0.0,-0.0,True,False,1.0,-0.001287481434311566,False,True,0.0,0.0,-0.001287481434311566,-0.005873346769454835,1.062796531648505,0.8163716226838601
2016-04-12,0.00940454605581964,-0.006902601277781306,0.0,1.0,0.0,0.0,2016-04-12,both,True,False,1.0,0.0,False,True,0.0,-0.006902601277781306,False,True,0.0,0.0,-0.006902601277781306,-0.027823239498466434,1.0554604709511266,0.7936575195061754
2016-04-13,0.010334277396738312,0.0035134401496084156,0.0,1.0,0.0,0.0,2016-04-13,both,True,False,1.0,0.0,False,True,0.0,0.0035134401496084156,False,True,0.0,0.0,0.0035134401496084156,0.01311156576496475,1.0591687681460908,0.8040636122680394
2016-04-14,0.0010614219654330181,-0.004794953038536054,0.0,1.0,0.0,0.0,2016-04-14,both,True,False,1.0,0.0010614219654330181,False,True,0.0,-0.0,False,True,0.0,0.0,0.0010614219654330181,0.0008749388477198305,1.0602929931417018,0.8047671187584506
2016-04-15,-0.0016764338233189457,0.008565589802631557,0.0,0.0,1.0,0.0,2016-04-15,both,False,True,0.0,-0.0016764338233189457,True,False,1.0,0.0,False,True,0.0,0.0,-0.0016764338233189457,-0.004415961500054744,1.058515482105371,0.8012132981455033
2016-04-18,0.006156964292276079,-0.004322430430627966,0.0,0.0,1.0,0.0,2016-04-18,both,False,True,0.0,0.006156964292276079,True,False,1.0,-0.0,False,True,0.0,0.0,0.006156964292276079,0.010753634815693358,1.0650327241315152,0.8098292533632373
2016-04-19,0.0030035539003234746,-0.0031223519241866393,0.0,1.0,0.0,0.0,2016-04-19,both,True,False,1.0,0.0,False,True,0.0,-0.0031223519241866393,False,True,0.0,0.0,-0.0031223519241866393,-0.01328257465258631,1.0617073171560014,0.7990726358495919
2016-04-20,0.0023844911688617465,-0.011000523259477868,0.0,1.0,0.0,0.0,2016-04-20,both,True,False,1.0,0.0,False,True,0.0,-0.011000523259477868,False,True,0.0,0.0,-0.011000523259477868,-0.045004575864119656,1.050027981118869,0.7631107107885569
2016-04-21,-0.005809223462651669,-0.005947902239089253,0.0,1.0,0.0,0.0,2016-04-21,both,True,False,1.0,-0.005809223462651669,False,True,0.0,-0.0,False,True,0.0,0.0,-0.005809223462651669,-0.012337899243617834,1.0439281339345126,0.753695527727122
2016-04-22,0.00111314452488398,-0.002564353483435644,0.0,1.0,0.0,0.0,2016-04-22,both,True,False,1.0,0.00111314452488398,False,True,0.0,-0.0,False,True,0.0,0.0,0.00111314452488398,0.0009831187029787358,1.0450901768211742,0.754436499896782
2016-04-25,-0.002001376255375664,-0.004128856131372705,0.0,1.0,0.0,0.0,2016-04-25,both,True,False,1.0,-0.002001376255375664,False,True,0.0,-0.0,False,True,0.0,0.0,-0.002001376255375664,-0.0050494025805633,1.042998558156558,0.750627046287332
2016-04-26,0.0005570683092388506,-0.004537463196668146,0.0,1.0,0.0,0.0,2016-04-26,both,True,False,1.0,0.0005570683092388506,False,True,0.0,-0.0,False,True,0.0,0.0,0.0005570683092388506,-9.541153682390835e-05,1.0435795795998888,0.7505554278072641
2016-04-27,0.0033958882344455876,0.0099805495386327,0.0,1.0,0.0,0.0,2016-04-27,both,True,False,1.0,0.0033958882344455876,False,True,0.0,0.0,False,True,0.0,0.0,0.0033958882344455876,0.005425452307018519,1.0471234592159597,0.7546275304846063
2016-04-28,-0.011373144197985963,0.00412378103621025,0.0,1.0,0.0,0.0,2016-04-28,both,True,False,1.0,-0.011373144197985963,False,True,0.0,0.0,False,True,0.0,0.0,-0.011373144197985963,-0.023242890734011645,1.0352143731212027,0.7370878052486756
2016-04-29,-0.003423234989575863,0.0025570688811209497,0.0,1.0,0.0,0.0,2016-04-29,both,True,False,1.0,-0.003423234989575863,False,True,0.0,0.0,False,True,0.0,0.0,-0.003423234989575863,-0.00792359399120146,1.0316705910574224,0.7312474207440193
2016-05-02,0.006250635308846286,-0.010068006964078391,0.0,1.0,0.0,0.0,2016-05-02,both,True,False,1.0,0.006250635308846286,False,True,0.0,-0.0,False,True,0.0,0.0,0.006250635308846286,0.0111241557455235,1.0381191876809843,0.7393819309408881
2016-05-03,-0.007834673301716166,0.01259590226176921,0.0,1.0,0.0,0.0,2016-05-03,both,True,False,1.0,-0.007834673301716166,False,True,0.0,0.0,False,True,0.0,0.0,-0.007834673301716166,-0.0165802184097249,1.029985862997261,0.727122817037684
2016-05-04,-0.005527597022057074,0.005485305047062017,0.0,1.0,0.0,0.0,2016-05-04,both,True,False,1.0,-0.005527597022057074,False,True,0.0,0.0,False,True,0.0,0.0,-0.005527597022057074,-0.012166678792557839,1.0242925162081964,0.7182761472800467
2016-05-05,0.0006806710099960256,0.00668510815062473,0.0,1.0,0.0,0.0,2016-05-05,both,True,False,1.0,0.0006806710099960256,False,True,0.0,0.0,False,True,0.0,0.0,0.0006806710099960256,0.00012651452197864899,1.0249897224297353,0.7183670196434685
2016-05-06,0.0051006559386623795,-0.004274015770135087,0.0,1.0,0.0,0.0,2016-05-06,both,True,False,1.0,0.0051006559386623795,False,True,0.0,-0.0,False,True,0.0,0.0,0.0051006559386623795,0.00894752374055785,1.0302178423445145,0.7247946256061623
2016-05-09,-0.0020294161177039083,0.0031426967846894804,0.0,0.0,0.0,1.0,2016-05-09,both,False,True,0.0,-0.0020294161177039083,False,True,0.0,0.0,True,False,1.0,0.0,-0.0020294161177039083,-0.005254213517049577,1.0281271016505145,0.7209863998872175
2016-05-10,0.012543882429484343,7.606041594843127e-05,0.0,1.0,0.0,0.0,2016-05-10,both,True,False,1.0,0.012543882429484343,False,True,0.0,0.0,False,True,0.0,0.0,0.012543882429484343,0.023790389617370344,1.041023807136185,0.7381389472493596
2016-05-11,-0.010602969944836005,0.005654661829849861,0.0,0.0,1.0,0.0,2016-05-11,both,False,True,0.0,-0.0,True,False,1.0,0.0,False,True,0.0,0.0,0.0,0.0,1.041023807136185,0.7381389472493596
2016-05-12,0.0006766243981628506,-0.004558961362044589,0.0,0.0,0.0,1.0,2016-05-12,both,False,True,0.0,0.0006766243981628506,False,True,0.0,-0.0,True,False,1.0,0.0,0.0006766243981628506,0.0001253267741279096,1.0417281892431618,0.7382314558224765
2016-05-13,-0.01093404637516715,0.009694070145159994,0.0,0.0,1.0,0.0,2016-05-13,both,False,True,0.0,-0.0,True,False,1.0,0.009694070145159994,False,True,0.0,0.0,0.009694070145159994,0.038218470975318164,1.0518267753818755,0.7664455332898947
2016-05-16,0.010143239428910267,-0.008618235212384584,0.0,0.0,1.0,0.0,2016-05-16,both,False,True,0.0,0.0,True,False,1.0,-0.0,False,True,0.0,0.0,0.0,0.0,1.0518267753818755,0.7664455332898947
2016-05-17,-0.009590170891913496,0.0016777324497858626,0.0,0.0,1.0,0.0,2016-05-17,both,False,True,0.0,-0.0,True,False,1.0,0.0016777324497858626,False,True,0.0,0.0,0.0016777324497858626,0.005856854701611125,1.0535914592944873,0.7709344934150725
2016-05-18,0.0003986731682532607,-0.014235620174300023,0.0,0.0,1.0,0.0,2016-05-18,both,False,True,0.0,0.0,True,False,1.0,-0.014235620174300023,False,True,0.0,0.0,-0.014235620174300023,-0.05805225127744529,1.0385929314610844,0.7261800104848907
2016-05-19,-0.005409296072502068,0.004324510518928237,0.0,0.0,1.0,0.0,2016-05-19,both,False,True,0.0,-0.0,True,False,1.0,0.004324510518928237,False,True,0.0,0.0,0.004324510518928237,0.017211919395227593,1.0430843375180725,0.7386789622917821
2016-05-20,0.003975381532034472,0.0007690385856695681,0.0,0.0,1.0,0.0,2016-05-20,both,False,True,0.0,0.0,True,False,1.0,0.0007690385856695681,False,True,0.0,0.0,0.0007690385856695681,0.0022492789872656793,1.0438865096217316,0.7403404573600002
2016-05-23,0.00011442387102178486,0.002228024987217747,0.0,0.0,1.0,0.0,2016-05-23,both,False,True,0.0,0.0,True,False,1.0,0.002228024987217747,False,True,0.0,0.0,0.002228024987217747,0.008289840737793597,1.0462123148489884,0.7464777618432599
2016-05-24,0.01190092313701907,-0.004446143854830553,0.0,0.0,1.0,0.0,2016-05-24,both,False,True,0.0,0.0,True,False,1.0,-0.004446143854830553,False,True,0.0,0.0,-0.004446143854830553,-0.019236315836945073,1.0415607043944746,0.732118279851187
2016-05-25,0.008028953774121161,-0.003773587111656651,0.0,0.0,1.0,0.0,2016-05-25,both,False,True,0.0,0.0,True,False,1.0,-0.003773587111656651,False,True,0.0,0.0,-0.003773587111656651,-0.01671986701440087,1.0376302843443637,0.7198773595732633
2016-05-26,-0.0011216463478161964,0.005178931020284772,0.0,0.0,1.0,0.0,2016-05-26,both,False,True,0.0,-0.0,True,False,1.0,0.005178931020284772,False,True,0.0,0.0,0.005178931020284772,0.02096344501706704,1.0430041000115415,0.7349684690197088
2016-05-27,0.002358384188282825,-0.0014608770737001286,0.0,0.0,1.0,0.0,2016-05-27,both,False,True,0.0,0.0,True,False,1.0,-0.0014608770737001286,False,True,0.0,0.0,-0.0014608770737001286,-0.00703562948284886,1.0414803992340593,0.7297975031901095
2016-05-31,-0.004761730662324326,0.0023872559120148296,0.0,0.0,1.0,0.0,2016-05-31,both,False,True,0.0,-0.0,True,False,1.0,0.0023872559120148296,False,True,0.0,0.0,0.0023872559120148296,0.009055545198052295,1.0439666794743785,0.7364062174656733
2016-06-01,0.0004498727244504064,0.004057224051801089,0.0,1.0,0.0,0.0,2016-06-01,both,True,False,1.0,0.0,False,True,0.0,0.004057224051801089,False,True,0.0,0.0,0.004057224051801089,0.015952497357677453,1.0482022861956208,0.7481537357039717
2016-06-02,0.0030947795296762948,0.0072074271178148575,0.0,1.0,0.0,0.0,2016-06-02,both,True,False,1.0,0.0,False,True,0.0,0.0072074271178148575,False,True,0.0,0.0,0.0072074271178148575,0.028734828580183835,1.0557571277781026,0.7696518050510495
2016-06-03,-0.0012340925674551029,0.014235575545953338,0.0,0.0,1.0,0.0,2016-06-03,both,False,True,0.0,-0.0012340925674551029,True,False,1.0,0.0,False,True,0.0,0.0,-0.0012340925674551029,-0.0037111786384372847,1.054454225753674,0.7667954897131093
2016-06-06,0.00629020244089884,-0.007430775198990158,0.0,1.0,0.0,0.0,2016-06-06,both,True,False,1.0,0.00629020244089884,False,True,0.0,-0.0,False,True,0.0,0.0,0.00629020244089884,0.011472047054804646,1.0610869562983258,0.77559220365251
2016-06-07,0.0011161991104213786,0.0024202711554119904,0.0,0.0,1.0,0.0,2016-06-07,both,False,True,0.0,0.0,True,False,1.0,0.0024202711554119904,False,True,0.0,0.0,0.0024202711554119904,0.008696044874519249,1.0636550744520386,0.7823367882597996
2016-06-08,0.0037906777220559906,0.005355975349495834,0.0,1.0,0.0,0.0,2016-06-08,both,True,False,1.0,0.0037906777220559906,False,True,0.0,0.0,False,True,0.0,0.0,0.0037906777220559906,0.006401366831541244,1.0676870480467158,0.7873448130272603
2016-06-09,-0.000999316565235664,0.006452681775854119,0.0,0.0,1.0,0.0,2016-06-09,both,False,True,0.0,-0.0,True,False,1.0,0.006452681775854119,False,True,0.0,0.0,0.006452681775854119,0.0241490709607175,1.0745764928039623,0.8063584587876085
2016-06-10,-0.006504427466656693,0.004846326521147359,0.0,0.0,1.0,0.0,2016-06-10,both,False,True,0.0,-0.006504427466656693,True,False,1.0,0.0,False,True,0.0,0.0,-0.006504427466656693,-0.014274271550385631,1.0675869879491446,0.7948482791799237
2016-06-13,-0.007554158218770812,0.0044516586766063515,0.0,0.0,1.0,0.0,2016-06-13,both,False,True,0.0,-0.0,True,False,1.0,0.0044516586766063515,False,True,0.0,0.0,0.0044516586766063515,0.01591862863153537,1.0723395208270805,0.8075011737546038
2016-06-14,-0.0031009514572358787,-0.0007383025309338764,0.0,0.0,1.0,0.0,2016-06-14,both,False,True,0.0,-0.0,True,False,1.0,-0.0007383025309338764,False,True,0.0,0.0,-0.0007383025309338764,-0.003553325261880236,1.0715478098448334,0.8046318594349037
2016-06-15,-0.0013575442607317578,0.0038437644437507856,0.0,1.0,0.0,0.0,2016-06-15,both,True,False,1.0,-0.0,False,True,0.0,0.0038437644437507856,False,True,0.0,0.0,0.0038437644437507856,0.01351993507520044,1.075666587216094,0.8155104299339013
2016-06-16,0.005040564666065395,0.004859559788274126,0.0,0.0,1.0,0.0,2016-06-16,both,False,True,0.0,0.0,True,False,1.0,0.004859559788274126,False,True,0.0,0.0,0.004859559788274126,0.01714509555247834,1.0808938533089194,0.8294924341791607
2016-06-17,-0.003303447691231143,-0.006229545309443307,0.0,1.0,0.0,0.0,2016-06-17,both,True,False,1.0,-0.003303447691231143,False,True,0.0,-0.0,False,True,0.0,0.0,-0.003303447691231143,-0.008021508337098804,1.0773231770047402,0.8228386537028323
2016-06-20,0.007251218265217574,-0.010691522554077126,0.0,0.0,1.0,0.0,2016-06-20,both,False,True,0.0,0.0,True,False,1.0,-0.010691522554077126,False,True,0.0,0.0,-0.010691522554077126,-0.04050139533768293,1.065804951959764,0.7895125400900871
2016-06-21,0.0014626275278861733,-0.004621623732855795,0.0,0.0,1.0,0.0,2016-06-21,both,False,True,0.0,0.0014626275278861733,True,False,1.0,-0.0,False,True,0.0,0.0,0.0014626275278861733,0.0017469446574613912,1.0673638276218578,0.7908917748039962
2016-06-22,-0.0027520677085751677,0.0016474782350197614,0.0,0.0,1.0,0.0,2016-06-22,both,False,True,0.0,-0.0,True,False,1.0,0.0016474782350197614,False,True,0.0,0.0,0.0016474782350197614,0.005540415808462207,1.0691222862967122,0.795273644095903
2016-06-23,0.012614901293372505,-0.011438176879573936,0.0,0.0,1.0,0.0,2016-06-23,both,False,True,0.0,0.0,True,False,1.0,-0.011438176879573936,False,True,0.0,0.0,-0.011438176879573936,-0.04508681010731297,1.0568934764801559,0.7594172923212001
2016-06-24,-0.03442505652016348,0.026846780033261686,0.0,0.0,1.0,0.0,2016-06-24,both,False,True,0.0,-0.0,True,False,1.0,0.026846780033261686,False,True,0.0,0.0,0.026846780033261686,0.10659399630104316,1.085267663161808,0.8403666163698343
2016-06-27,-0.013938803811086253,0.02496740461506408,0.0,0.0,1.0,0.0,2016-06-27,both,False,True,0.0,-0.0,True,False,1.0,0.02496740461506408,False,True,0.0,0.0,0.02496740461506408,0.09195174925934202,1.1123639800236138,0.917639796764195
2016-06-28,0.015303877357497608,0.002083640293607747,0.0,0.0,1.0,0.0,2016-06-28,both,False,True,0.0,0.0,True,False,1.0,0.002083640293607747,False,True,0.0,0.0,0.002083640293607747,0.006528565666779507,1.1146817464335488,0.9236306684358203
2016-06-29,0.016223821910931413,-0.00767259675897447,0.0,0.0,1.0,0.0,2016-06-29,both,False,True,0.0,0.0,True,False,1.0,-0.00767259675897447,False,True,0.0,0.0,-0.00767259675897447,-0.02737073112293964,1.1061292428785747,0.8983502217531625
2016-06-30,0.01336051523205195,0.0036850646793205044,0.0,0.0,1.0,0.0,2016-06-30,both,False,True,0.0,0.0,True,False,1.0,0.0036850646793205044,False,True,0.0,0.0,0.0036850646793205044,0.012299621458943255,1.1102054006822701,0.9093995894182841
2016-07-01,0.0017315931692754027,0.01388473341708174,0.0,0.0,1.0,0.0,2016-07-01,both,False,True,0.0,0.0,True,False,1.0,0.01388473341708174,False,True,0.0,0.0,0.01388473341708174,0.04801892694874499,1.1256203067089479,0.9530679818697794
2016-07-05,-0.006134387655114093,0.012520357752515032,0.0,0.0,1.0,0.0,2016-07-05,both,False,True,0.0,-0.0,True,False,1.0,0.012520357752515032,False,True,0.0,0.0,0.012520357752515032,0.04182918038431427,1.1397134756424396,0.9929340344019247
2016-07-06,0.004320341166667463,0.0016157425390714852,0.0,0.0,1.0,0.0,2016-07-06,both,False,True,0.0,0.0,True,False,1.0,0.0016157425390714852,False,True,0.0,0.0,0.0016157425390714852,0.004653595287502421,1.1415549591873881,0.9975547475452183
2016-07-07,-0.0010609996910588837,-6.96648484262985e-05,0.0,0.0,1.0,0.0,2016-07-07,both,False,True,0.0,-0.0,True,False,1.0,-6.96648484262985e-05,False,True,0.0,0.0,-6.96648484262985e-05,-0.0009078192199085677,1.141475432934186,0.9966491481724857
2016-07-08,0.014038360228211033,0.0073658911285361395,0.0,0.0,1.0,0.0,2016-07-08,both,False,True,0.0,0.0,True,False,1.0,0.0073658911285361395,False,True,0.0,0.0,0.0073658911285361395,0.023590102225971243,1.149883416699078,1.0201602034613018
2016-07-11,0.00452304877602816,-0.00877434418272005,0.0,0.0,1.0,0.0,2016-07-11,both,False,True,0.0,0.0,True,False,1.0,-0.00877434418272005,False,True,0.0,0.0,-0.00877434418272005,-0.029114996959135442,1.1397939438309581,0.9904582422396949
2016-07-12,0.006973321904003127,-0.01643980181309279,0.0,1.0,0.0,0.0,2016-07-12,both,True,False,1.0,0.0,False,True,0.0,-0.01643980181309279,False,True,0.0,0.0,-0.01643980181309279,-0.055107610615633185,1.1210559572866137,0.9358764550953054
2016-07-13,0.0011453083699759503,0.011785606921697056,0.0,0.0,1.0,0.0,2016-07-13,both,False,True,0.0,0.0,True,False,1.0,0.011785606921697056,False,True,0.0,0.0,0.011785606921697056,0.03988994732646445,1.1342682821364205,0.9732085175931354
2016-07-14,0.0074073811302068915,-0.01454315909555759,0.0,1.0,0.0,0.0,2016-07-14,both,True,False,1.0,0.0074073811302068915,False,True,0.0,-0.0,False,True,0.0,0.0,0.0074073811302068915,0.013759308623297217,1.14267023960611,0.986599193941521
2016-07-15,0.00029750793091132266,-0.00859597663823386,0.0,1.0,0.0,0.0,2016-07-15,both,True,False,1.0,0.0,False,True,0.0,-0.00859597663823386,False,True,0.0,0.0,-0.00859597663823386,-0.03061136630808292,1.1328478729212508,0.9563980446165177
2016-07-18,0.0010818124623712677,-0.0009397922767033773,0.0,1.0,0.0,0.0,2016-07-18,both,True,False,1.0,0.0010818124623712677,False,True,0.0,-0.0,False,True,0.0,0.0,0.0010818124623712677,0.0009972286011648013,1.1340734018681478,0.9573517921007073
2016-07-19,0.001837229044556965,0.005641566285927269,0.0,1.0,0.0,0.0,2016-07-19,both,True,False,1.0,0.001837229044556965,False,True,0.0,0.0,False,True,0.0,0.0,0.001837229044556965,0.0025150059675072,1.1361569544607195,0.9597595375708443
2016-07-20,0.0019412309847068876,-0.005465851946592881,0.0,1.0,0.0,0.0,2016-07-20,both,True,False,1.0,0.0019412309847068876,False,True,0.0,-0.0,False,True,0.0,0.0,0.0019412309847068876,0.0027240878476388897,1.1383624975442088,0.9623740068637966
2016-07-21,-0.004306466796496045,0.002024904533270533,0.0,0.0,1.0,0.0,2016-07-21,both,False,True,0.0,-0.004306466796496045,True,False,1.0,0.0,False,True,0.0,0.0,-0.004306466796496045,-0.00979914495927059,1.1334601772461583,0.9529435644655042
2016-07-22,0.0028655024467239,0.0017319258249903768,0.0,1.0,0.0,0.0,2016-07-22,both,True,False,1.0,0.0028655024467239,False,True,0.0,0.0,False,True,0.0,0.0,0.0028655024467239,0.004597221142300212,1.1367081101573213,0.9573244567674839
2016-07-25,-0.0037733503376683464,-0.0007203628788654548,0.0,1.0,0.0,0.0,2016-07-25,both,True,False,1.0,-0.0,False,True,0.0,-0.0007203628788654548,False,True,0.0,0.0,-0.0007203628788654548,-0.003300880039398324,1.1358892678306587,0.9541644435769122
2016-07-26,-0.0011361301953553005,0.0015863042563790675,0.0,1.0,0.0,0.0,2016-07-26,both,True,False,1.0,-0.0011361301953553005,False,True,0.0,0.0,False,True,0.0,0.0,-0.0011361301953553005,-0.003481002745156281,1.1345987497348962,0.9508429945294905
2016-07-27,-0.00010839052010547245,0.012453021815151732,0.0,1.0,0.0,0.0,2016-07-27,both,True,False,1.0,-0.00010839052010547245,False,True,0.0,0.0,False,True,0.0,0.0,-0.00010839052010547245,-0.001407299911165727,1.1344757699863013,0.9495048732677566
2016-07-28,-0.0010835706460033956,-0.001848965267040259,0.0,1.0,0.0,0.0,2016-07-28,both,True,False,1.0,-0.0010835706460033956,False,True,0.0,-0.0,False,True,0.0,0.0,-0.0010835706460033956,-0.0033885346748543377,1.133246485343342,0.9462874430807456
2016-07-29,-0.001355457385862513,0.008334469469225558,0.0,1.0,0.0,0.0,2016-07-29,both,True,False,1.0,-0.001355457385862513,False,True,0.0,0.0,False,True,0.0,0.0,-0.001355457385862513,-0.003950776196052996,1.1317104180247806,0.9425488731759983
2016-08-01,-0.0014126729826541284,-0.010842037661577764,0.0,1.0,0.0,0.0,2016-08-01,both,True,False,1.0,-0.0014126729826541284,False,True,0.0,-0.0,False,True,0.0,0.0,-0.0014126729826541284,-0.004079393841362466,1.1301116812930487,0.938703845107581
2016-08-02,-0.00489494292394721,-0.01030262088700118,0.0,1.0,0.0,0.0,2016-08-02,both,True,False,1.0,-0.00489494292394721,False,True,0.0,-0.0,False,True,0.0,0.0,-0.00489494292394721,-0.011213632233707638,1.1245798491154333,0.9281775654121773
2016-08-03,0.0021318525346143424,0.0005781037928822563,0.0,1.0,0.0,0.0,2016-08-03,both,True,False,1.0,0.0021318525346143424,False,True,0.0,0.0,False,True,0.0,0.0,0.0021318525346143424,0.0031711374802734227,1.1269772875171462,0.9311209440782048
2016-08-04,0.000490373329006033,0.007513976302531589,0.0,1.0,0.0,0.0,2016-08-04,both,True,False,1.0,0.000490373329006033,False,True,0.0,0.0,False,True,0.0,0.0,0.000490373329006033,-0.00020451594337445034,1.1275299271213401,0.930930514999931
2016-08-05,0.009866518814129366,-0.010397833851773619,0.0,1.0,0.0,0.0,2016-08-05,both,True,False,1.0,0.009866518814129366,False,True,0.0,-0.0,False,True,0.0,0.0,0.009866518814129366,0.01908710332880359,1.1386547223607768,0.948699281931671
2016-08-08,0.00010818458253503138,0.0018837100317845579,0.0,1.0,0.0,0.0,2016-08-08,both,True,False,1.0,0.00010818458253503138,False,True,0.0,0.0,False,True,0.0,0.0,0.00010818458253503138,-0.0009697013650655784,1.138777907246567,0.9477793269429451
2016-08-09,0.0003781997690990302,0.00983638319547464,0.0,1.0,0.0,0.0,2016-08-09,both,True,False,1.0,0.0003781997690990302,False,True,0.0,0.0,False,True,0.0,0.0,0.0003781997690990302,-0.0004195023124659025,1.1392085927881426,0.9473817313235852
2016-08-10,-0.0012412219292384785,0.0038674551870951923,0.0,0.0,1.0,0.0,2016-08-10,both,False,True,0.0,-0.0012412219292384785,True,False,1.0,0.0,False,True,0.0,0.0,-0.0012412219292384785,-0.0037273561553490264,1.137794582100797,0.943850502195871
2016-08-11,0.006374193625157343,-0.00891755053506016,0.0,1.0,0.0,0.0,2016-08-11,both,True,False,1.0,0.006374193625157343,False,True,0.0,-0.0,False,True,0.0,0.0,0.006374193625157343,0.011856578128994544,1.1450471050727626,0.955041339417247
2016-08-12,-0.0021474024787436763,0.008422581872946644,0.0,0.0,1.0,0.0,2016-08-12,both,False,True,0.0,-0.0,True,False,1.0,0.008422581872946644,False,True,0.0,0.0,0.008422581872946644,0.02919302234061516,1.1546913580636184,0.9829218825750657
2016-08-15,0.0033357131001270357,-0.00942382747891779,0.0,1.0,0.0,0.0,2016-08-15,both,True,False,1.0,0.0033357131001270357,False,True,0.0,-0.0,False,True,0.0,0.0,0.0033357131001270357,0.005628117577190617,1.1585430771533147,0.9884538824993918
2016-08-16,-0.004074741256659076,-0.0026659070339644098,0.0,0.0,1.0,0.0,2016-08-16,both,False,True,0.0,-0.0,True,False,1.0,-0.0026659070339644098,False,True,0.0,0.0,-0.0026659070339644098,-0.010272954284459623,1.155454509014781,0.978299540952179
2016-08-17,0.0018301442509780497,0.005997128248439232,0.0,1.0,0.0,0.0,2016-08-17,both,True,False,1.0,0.0018301442509780497,False,True,0.0,0.0,False,True,0.0,0.0,0.0018301442509780497,0.0025584371525662064,1.157569157441721,0.9808024588440895
2016-08-18,0.0012895751199253347,0.0015805116337126446,0.0,0.0,1.0,0.0,2016-08-18,both,False,True,0.0,0.0,True,False,1.0,0.0015805116337126446,False,True,0.0,0.0,0.0015805116337126446,0.00485697574895827,1.1593987089618847,0.9855661926012138
2016-08-19,-0.001960126511313387,-0.00523495716689204,0.0,1.0,0.0,0.0,2016-08-19,both,True,False,1.0,-0.001960126511313387,False,True,0.0,-0.0,False,True,0.0,0.0,-0.001960126511313387,-0.0052038831348437675,1.157126140815266,0.9804374213132642
2016-08-22,-0.0010790338210028283,0.0084345452971204,0.0,0.0,1.0,0.0,2016-08-22,both,False,True,0.0,-0.0,True,False,1.0,0.0084345452971204,False,True,0.0,0.0,0.0084345452971204,0.029476009821278293,1.1668859736644546,1.0093368043730426
2016-08-23,0.0009721345386770608,0.0010725858005684596,0.0,1.0,0.0,0.0,2016-08-23,both,True,False,1.0,0.0009721345386770608,False,True,0.0,0.0,False,True,0.0,0.0,0.0009721345386770608,0.0008032417205203757,1.1680203438221517,1.0101475458043718
2016-08-24,-0.003453909198452898,-0.0023569928022868503,0.0,1.0,0.0,0.0,2016-08-24,both,True,False,1.0,-0.0,False,True,0.0,-0.0023569928022868503,False,True,0.0,0.0,-0.0023569928022868503,-0.008993836935105248,1.1652673282788382,1.0010624434970106
2016-08-25,-0.001570528952169914,-0.0037934979824001402,0.0,1.0,0.0,0.0,2016-08-25,both,True,False,1.0,-0.001570528952169914,False,True,0.0,-0.0,False,True,0.0,0.0,-0.001570528952169914,-0.004459698886825514,1.1634372422027586,0.9965980064321042
2016-08-26,-0.0029830165672734,-0.0058205103203414765,0.0,1.0,0.0,0.0,2016-08-26,both,True,False,1.0,-0.0029830165672734,False,True,0.0,-0.0,False,True,0.0,0.0,-0.0029830165672734,-0.00740727066787672,1.1599666896342848,0.9892159352513952
2016-08-29,0.005494287782568996,0.013371339898103685,0.0,0.0,1.0,0.0,2016-08-29,both,False,True,0.0,0.005494287782568996,True,False,1.0,0.0,False,True,0.0,0.0,0.005494287782568996,0.010235796705780453,1.1663398804453295,0.9993413484627469
