Date,DIA,TLT,CASH,DIA_CHOICE,TLT_CHOICE,CASH_CHOICE,DateCopy,B_FREQ,DIA_LEN,DIA_LEX,DIA_NUL,DIA_R,TLT_LEN,TLT_LEX,TLT_NUL,TLT_R,CASH_LEN,CASH_LEX,CASH_NUL,CASH_R,ALL_R,DETREND_ALL_R,I,DETREND_I
2015-01-20,0.0013168385658082205,0.013289141157903028,0.0,0.0,0.0,1.0,2015-01-20,both,False,True,0.0,0.0,False,True,0.0,0.0,True,False,1.0,0.0,0.0,0.0,1.0,1.0
2015-01-21,0.0025730693971428575,-0.011558752095904401,0.0,0.0,0.0,1.0,2015-01-21,both,False,True,0.0,0.0,False,True,0.0,-0.0,True,False,1.0,0.0,0.0,0.0,1.0,1.0
2015-01-22,0.014656150198889772,-0.0035983552392923057,0.0,0.0,0.0,1.0,2015-01-22,both,False,True,0.0,0.0,False,True,0.0,-0.0,True,False,1.0,0.0,0.0,0.0,1.0,1.0
2015-01-23,-0.00848667937421932,0.013918126330280334,0.0,0.0,0.0,1.0,2015-01-23,both,False,True,0.0,-0.0,False,True,0.0,0.0,True,False,1.0,0.0,0.0,0.0,1.0,1.0
2015-01-26,0.0005103853168995087,-0.003042322796374952,0.0,0.0,0.0,1.0,2015-01-26,both,False,True,0.0,0.0,False,True,0.0,-0.0,True,False,1.0,0.0,0.0,0.0,1.0,1.0
2015-01-27,-0.016487508992336197,0.0015631827121649344,0.0,0.0,0.0,1.0,2015-01-27,both,False,True,0.0,-0.0,False,True,0.0,0.0,True,False,1.0,0.0,0.0,0.0,1.0,1.0
2015-01-28,-0.01077257618032057,0.016348471767093642,0.0,0.0,0.0,1.0,2015-01-28,both,False,True,0.0,-0.0,False,True,0.0,0.0,True,False,1.0,0.0,0.0,0.0,1.0,1.0
2015-01-29,0.012694766537936664,-0.006580138508294309,0.0,0.0,0.0,1.0,2015-01-29,both,False,True,0.0,0.0,False,True,0.0,-0.0,True,False,1.0,0.0,0.0,0.0,1.0,1.0
2015-01-30,-0.01408779256182846,0.017736955212601435,0.0,0.0,1.0,0.0,2015-01-30,both,False,True,0.0,-0.0,True,False,1.0,0.0,False,True,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-02,0.01061455410017742,-0.003775797303856021,0.0,0.0,1.0,0.0,2015-02-02,both,False,True,0.0,0.0,True,False,1.0,-0.0,False,True,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-03,0.017660695574073237,-0.02116601978089394,0.0,0.0,1.0,0.0,2015-02-03,both,False,True,0.0,0.0,True,False,1.0,-0.02116601978089394,False,True,0.0,0.0,-0.02116601978089394,-0.06446572850104648,0.9788339802191061,0.9355342714989535
2015-02-04,0.0011343991337458004,0.001708839862816891,0.0,0.0,1.0,0.0,2015-02-04,both,False,True,0.0,0.0,True,False,1.0,0.001708839862816891,False,True,0.0,0.0,0.001708839862816891,0.004676081596167725,0.9805066507435842,0.939908906088494
2015-02-05,0.011442607172449382,-0.010979126677836515,0.0,0.0,1.0,0.0,2015-02-05,both,False,True,0.0,0.0,True,False,1.0,-0.010979126677836515,False,True,0.0,0.0,-0.010979126677836515,-0.035232461364194,0.9697415440166092,0.9067936018688693
2015-02-06,-0.0025762515549559994,-0.017701914677312858,0.0,1.0,0.0,0.0,2015-02-06,both,True,False,1.0,-0.0,False,True,0.0,-0.017701914677312858,False,True,0.0,0.0,-0.017701914677312858,-0.05779674890258424,0.9525752619453816,0.8543838797551843
2015-02-09,-0.005615067422851006,-0.001603653526054405,0.0,1.0,0.0,0.0,2015-02-09,both,True,False,1.0,-0.0,False,True,0.0,-0.001603653526054405,False,True,0.0,0.0,-0.001603653526054405,-0.006170084172670176,0.9510476612677307,0.8491122593013223
2015-02-10,0.008018222469496905,-0.007954013190846654,0.0,1.0,0.0,0.0,2015-02-10,both,True,False,1.0,0.008018222469496905,False,True,0.0,-0.0,False,True,0.0,0.0,0.008018222469496905,0.010771795839860765,0.9586733729948701,0.858258723203639
2015-02-11,0.0010641698487146023,0.001850485544490521,0.0,1.0,0.0,0.0,2015-02-11,both,True,False,1.0,0.0010641698487146023,False,True,0.0,0.0,False,True,0.0,0.0,0.0010641698487146023,0.0006347476834061005,0.9596935642931768,0.8588035009399556
2015-02-12,0.006379779778966199,-0.0033088383495797347,0.0,1.0,0.0,0.0,2015-02-12,both,True,False,1.0,0.006379779778966199,False,True,0.0,-0.0,False,True,0.0,0.0,0.006379779778966199,0.008371135748212133,0.9658161978886584,0.8659926616273638
2015-02-13,0.0027801660273036877,-0.010268649432484511,0.0,1.0,0.0,0.0,2015-02-13,both,True,False,1.0,0.0027801660273036877,False,True,0.0,-0.0,False,True,0.0,0.0,0.0027801660273036877,0.003132652906582045,0.968501327270648,0.8687055160558894
2015-02-17,0.0012753403296632548,-0.015055780452526535,0.0,1.0,0.0,0.0,2015-02-17,both,True,False,1.0,0.0012753403296632548,False,True,0.0,-0.0,False,True,0.0,0.0,0.0012753403296632548,0.0009493674126994645,0.9697364960726487,0.8695302367640652
