,lookback,frequency,ShortTermWeight,LongTermWeight,RSI_weight,v_ratio_weight,Z_weight,TotalAnnReturn,CAGR,sharpe,volatility,p_val
253,20,2W-FRI-100%,2,1,2,0,0,0.067668232,0.0519,0.332905063,0.262324919,0.5101
48,10,2W-FRI-100%,3,2,1,0,0,0.06792322,0.052,0.33233299,0.265623039,0.41244
173,15,3W-FRI-100%,2,1,3,0,0,0.070099926,0.0533,0.33226063,0.290551459,0.27632
39,10,2W-FRI-100%,2,2,1,0,0,0.064523192,0.0499,0.326243708,0.260315495,0.40582
51,10,2W-FRI-100%,3,3,1,0,0,0.064523192,0.0499,0.326243708,0.260315495,0.40386
52,10,2W-FRI-100%,3,3,2,0,0,0.064523192,0.0499,0.326243708,0.260315495,0.4052
27,10,2W-FRI-100%,1,1,1,0,0,0.06437729,0.0498,0.325893785,0.26031586,0.41456
40,10,2W-FRI-100%,2,2,2,0,0,0.06437729,0.0498,0.325893785,0.26031586,0.4108
41,10,2W-FRI-100%,2,2,3,0,0,0.06437729,0.0498,0.325893785,0.26031586,0.414
53,10,2W-FRI-100%,3,3,3,0,0,0.06437729,0.0498,0.325893785,0.26031586,0.41172
185,15,3W-FRI-100%,3,2,3,0,0,0.065591731,0.0506,0.323091225,0.287922493,0.29598
29,10,2W-FRI-100%,1,1,3,0,0,0.063068158,0.049,0.3223806,0.261795095,0.39822
28,10,2W-FRI-100%,1,1,2,0,0,0.062981733,0.0489,0.322362225,0.261034164,0.4857
68,10,3W-FRI-100%,2,2,3,0,0,0.064374617,0.0498,0.322147183,0.276333345,0.2923
176,15,3W-FRI-100%,2,2,3,0,0,0.063660265,0.0494,0.320129311,0.280133807,0.53354
55,10,3W-FRI-100%,1,1,2,0,0,0.063330788,0.0491,0.31978084,0.276334226,0.29788
292,20,3W-FRI-100%,3,2,2,0,0,0.061701935,0.0481,0.318736788,0.262482451,0.41936
69,10,3W-FRI-100%,2,3,1,0,0,0.059762476,0.0469,0.314420048,0.261004558,0.48304
162,15,3W-FRI-100%,1,1,1,0,0,0.06033795,0.0472,0.312660107,0.279765397,0.53788
175,15,3W-FRI-100%,2,2,2,0,0,0.06033795,0.0472,0.312660107,0.279765397,0.53788
188,15,3W-FRI-100%,3,3,3,0,0,0.06033795,0.0472,0.312660107,0.279765397,0.54252
141,15,2W-FRI-100%,1,3,1,0,0,0.060073592,0.0471,0.311911397,0.284068888,0.34548
171,15,3W-FRI-100%,2,1,1,0,0,0.06045848,0.0473,0.311834405,0.288120989,0.33682
57,10,3W-FRI-100%,1,2,1,0,0,0.05725051,0.0452,0.308475789,0.259357512,0.5354
388,25,3W-FRI-100%,2,1,2,0,0,0.056688664,0.0449,0.306693647,0.261741508,0.33628
139,15,2W-FRI-100%,1,2,2,0,0,0.057065497,0.0451,0.305141787,0.28307387,0.34852
70,10,3W-FRI-100%,2,3,2,0,0,0.055734664,0.0443,0.304434758,0.260742104,0.46452
400,25,3W-FRI-100%,3,2,2,0,0,0.054766539,0.0436,0.301811085,0.261938863,0.33412
276,20,3W-FRI-100%,1,3,1,0,0,0.052796632,0.0423,0.297078133,0.259892379,0.29954
42,10,2W-FRI-100%,2,3,1,0,0,0.052546246,0.0421,0.296602415,0.259545912,0.55686
43,10,2W-FRI-100%,2,3,2,0,0,0.052546246,0.0421,0.296602415,0.259545912,0.5634
291,20,3W-FRI-100%,3,2,1,0,0,0.052518309,0.0421,0.295911916,0.262350182,0.43928
183,15,3W-FRI-100%,3,2,1,0,0,0.053389099,0.0427,0.295825683,0.287778101,0.33554
184,15,3W-FRI-100%,3,2,2,0,0,0.053389099,0.0427,0.295825683,0.287778101,0.3393
287,20,3W-FRI-100%,2,3,3,0,0,0.051486396,0.0414,0.293393403,0.261227218,0.33834
163,15,3W-FRI-100%,1,1,2,0,0,0.051264015,0.0413,0.291310563,0.279712143,0.53142
254,20,2W-FRI-100%,2,1,3,0,0,0.050487674,0.0407,0.290657572,0.262133475,0.51472
71,10,3W-FRI-100%,2,3,3,0,0,0.04971493,0.0402,0.288637202,0.26346477,0.45878
273,20,3W-FRI-100%,1,2,1,0,0,0.049576593,0.0401,0.288167081,0.263192252,0.30636
44,10,2W-FRI-100%,2,3,3,0,0,0.048895053,0.0397,0.286910319,0.260528508,0.57776
138,15,2W-FRI-100%,1,2,1,0,0,0.048783967,0.0396,0.285531895,0.283233604,0.4153
270,20,3W-FRI-100%,1,1,1,0,0,0.04703152,0.0384,0.281788484,0.260764778,0.36654
283,20,3W-FRI-100%,2,2,2,0,0,0.04703152,0.0384,0.281788484,0.260764778,0.3697
296,20,3W-FRI-100%,3,3,3,0,0,0.04703152,0.0384,0.281788484,0.260764778,0.37134
83,10,4W-FRI-100%,1,1,3,0,0,0.047207845,0.0385,0.281570757,0.286406593,0.20864
186,15,3W-FRI-100%,3,3,1,0,0,0.046371401,0.0379,0.279270129,0.27957857,0.6287
174,15,3W-FRI-100%,2,2,1,0,0,0.046299747,0.0379,0.279090745,0.279579049,0.6348
187,15,3W-FRI-100%,3,3,2,0,0,0.046299747,0.0379,0.279090745,0.279579049,0.63524
398,25,3W-FRI-100%,3,1,3,0,0,0.04588703,0.0376,0.278487992,0.265947897,0.35942
401,25,3W-FRI-100%,3,2,3,0,0,0.044114208,0.0363,0.273923794,0.262214638,0.3775
286,20,3W-FRI-100%,2,3,2,0,0,0.043961184,0.0362,0.27358367,0.258650845,0.35902
397,25,3W-FRI-100%,3,1,2,0,0,0.043919919,0.0362,0.273260681,0.265971016,0.35892
284,20,3W-FRI-100%,2,2,3,0,0,0.043635504,0.036,0.272639353,0.260131954,0.40188
164,15,3W-FRI-100%,1,1,3,0,0,0.043179803,0.0357,0.271183378,0.279430725,0.616
278,20,3W-FRI-100%,1,3,3,0,0,0.041843842,0.0347,0.267791071,0.259548119,0.27582
58,10,3W-FRI-100%,1,2,2,0,0,0.041092753,0.0342,0.265651838,0.259380977,0.51118
285,20,3W-FRI-100%,2,3,1,0,0,0.039775071,0.0332,0.261919691,0.258140996,0.36858
34,10,2W-FRI-100%,1,3,2,0,0,0.037552289,0.0316,0.256089382,0.264769541,0.58136
142,15,2W-FRI-100%,1,3,2,0,0,0.035412811,0.03,0.251517266,0.283345248,0.46174
33,10,2W-FRI-100%,1,3,1,0,0,0.035098191,0.0298,0.249061476,0.263701674,0.5783
152,15,2W-FRI-100%,2,3,3,0,0,0.0343516,0.0292,0.248915819,0.28506139,0.46322
150,15,2W-FRI-100%,2,3,1,0,0,0.033020305,0.0282,0.245314842,0.28484938,0.45638
151,15,2W-FRI-100%,2,3,2,0,0,0.033020305,0.0282,0.245314842,0.28484938,0.4557
140,15,2W-FRI-100%,1,2,3,0,0,0.033081531,0.0283,0.245184769,0.282814316,0.5325
143,15,2W-FRI-100%,1,3,3,0,0,0.032905032,0.0281,0.24483989,0.283813288,0.4688
35,10,2W-FRI-100%,1,3,3,0,0,0.032881495,0.0281,0.243048101,0.267691571,0.59682
387,25,3W-FRI-100%,2,1,1,0,0,0.031465714,0.027,0.238165667,0.262927347,0.40384
99,10,4W-FRI-100%,3,1,1,0,0,0.030511094,0.0263,0.237652888,0.279229587,0.26484
389,25,3W-FRI-100%,2,1,3,0,0,0.031181084,0.0268,0.237181535,0.261360571,0.37912
100,10,4W-FRI-100%,3,1,2,0,0,0.030198774,0.0261,0.236776384,0.279231153,0.26626
399,25,3W-FRI-100%,3,2,1,0,0,0.03082615,0.0266,0.236307063,0.263304519,0.38892
282,20,3W-FRI-100%,2,2,1,0,0,0.030859958,0.0266,0.236026182,0.260221375,0.44086
294,20,3W-FRI-100%,3,3,1,0,0,0.030859958,0.0266,0.236026182,0.260221375,0.44078
295,20,3W-FRI-100%,3,3,2,0,0,0.030859958,0.0266,0.236026182,0.260221375,0.44208
104,10,4W-FRI-100%,3,2,3,0,0,0.02986755,0.0258,0.235144804,0.274912333,0.20544
179,15,3W-FRI-100%,2,3,3,0,0,0.029744489,0.0257,0.235032587,0.278578352,0.6296
93,10,4W-FRI-100%,2,2,1,0,0,0.029084563,0.0252,0.234548547,0.285802077,0.34698
105,10,4W-FRI-100%,3,3,1,0,0,0.029084563,0.0252,0.234548547,0.285802077,0.34956
106,10,4W-FRI-100%,3,3,2,0,0,0.029084563,0.0252,0.234548547,0.285802077,0.34786
81,10,4W-FRI-100%,1,1,1,0,0,0.028935024,0.0251,0.234134333,0.285802644,0.35766
94,10,4W-FRI-100%,2,2,2,0,0,0.028935024,0.0251,0.234134333,0.285802644,0.3557
95,10,4W-FRI-100%,2,2,3,0,0,0.028935024,0.0251,0.234134333,0.285802644,0.35492
107,10,4W-FRI-100%,3,3,3,0,0,0.028935024,0.0251,0.234134333,0.285802644,0.35768
101,10,4W-FRI-100%,3,1,3,0,0,0.029227089,0.0253,0.234034941,0.279227855,0.27902
82,10,4W-FRI-100%,1,1,2,0,0,0.027972567,0.0243,0.231455826,0.28579943,0.37002
396,25,3W-FRI-100%,3,1,1,0,0,0.027018753,0.0236,0.225179601,0.265585613,0.42152
274,20,3W-FRI-100%,1,2,2,0,0,0.026570213,0.0232,0.22304733,0.261189268,0.38738
166,15,3W-FRI-100%,1,2,2,0,0,0.025377282,0.0223,0.222625488,0.279417334,0.53222
168,15,3W-FRI-100%,1,3,1,0,0,0.025477206,0.0224,0.22216048,0.275684976,0.376
59,10,3W-FRI-100%,1,2,3,0,0,0.026312769,0.023,0.222039799,0.259308223,0.5168
102,10,4W-FRI-100%,3,2,1,0,0,0.024966756,0.022,0.22074218,0.274351914,0.30988
103,10,4W-FRI-100%,3,2,2,0,0,0.024966756,0.022,0.22074218,0.274351914,0.30782
170,15,3W-FRI-100%,1,3,3,0,0,0.023647631,0.0209,0.21688714,0.27641359,0.36392
198,15,4W-FRI-100%,2,1,1,0,0,0.021661081,0.0193,0.216185277,0.296368427,0.55506
199,15,4W-FRI-100%,2,1,2,0,0,0.021661081,0.0193,0.216185277,0.296368427,0.5584
200,15,4W-FRI-100%,2,1,3,0,0,0.021661081,0.0193,0.216185277,0.296368427,0.55672
317,20,4W-FRI-100%,3,1,3,0,0,0.023119544,0.0205,0.215732093,0.276876765,0.61888
60,10,3W-FRI-100%,1,3,1,0,0,0.023351099,0.0207,0.213912688,0.264777247,0.47184
207,15,4W-FRI-100%,3,1,1,0,0,0.020592015,0.0184,0.21366692,0.298049873,0.58228
208,15,4W-FRI-100%,3,1,2,0,0,0.020592015,0.0184,0.21366692,0.298049873,0.5852
209,15,4W-FRI-100%,3,1,3,0,0,0.020592015,0.0184,0.21366692,0.298049873,0.58102
92,10,4W-FRI-100%,2,1,3,0,0,0.022213631,0.0197,0.21346527,0.278458477,0.26124
169,15,3W-FRI-100%,1,3,2,0,0,0.022298582,0.0198,0.212609329,0.275435705,0.35998
271,20,3W-FRI-100%,1,1,2,0,0,0.022621749,0.0201,0.210278876,0.258866425,0.40586
177,15,3W-FRI-100%,2,3,1,0,0,0.020138673,0.018,0.20681226,0.278426014,0.67698
178,15,3W-FRI-100%,2,3,2,0,0,0.020138673,0.018,0.20681226,0.278426014,0.67862
263,20,2W-FRI-100%,3,1,3,0,0,0.020710117,0.0185,0.205043189,0.263726053,0.5025
61,10,3W-FRI-100%,1,3,2,0,0,0.020225135,0.0181,0.203967995,0.264517511,0.45472
280,20,3W-FRI-100%,2,1,2,0,0,0.019461475,0.0175,0.201011844,0.262444214,0.36274
62,10,3W-FRI-100%,1,3,3,0,0,0.018609612,0.0168,0.199019919,0.26559371,0.46116
272,20,3W-FRI-100%,1,1,3,0,0,0.018852995,0.017,0.197832557,0.258260288,0.40724
165,15,3W-FRI-100%,1,2,1,0,0,0.017048186,0.0155,0.197449842,0.279131571,0.63932
90,10,4W-FRI-100%,2,1,1,0,0,0.015480021,0.0141,0.192350648,0.277196399,0.29616
98,10,4W-FRI-100%,2,3,3,0,0,0.014629495,0.0134,0.192229473,0.286068657,0.35978
91,10,4W-FRI-100%,2,1,2,0,0,0.015345901,0.014,0.191923665,0.277196961,0.30302
275,20,3W-FRI-100%,1,2,3,0,0,0.016932005,0.0154,0.191902532,0.260061708,0.38412
137,15,2W-FRI-100%,1,1,3,0,0,0.012906293,0.0119,0.187461343,0.287454519,0.57254
86,10,4W-FRI-100%,1,2,3,0,0,0.012792196,0.0118,0.185723171,0.283934401,0.46608
167,15,3W-FRI-100%,1,2,3,0,0,0.012933326,0.0119,0.184260976,0.278762472,0.53276
147,15,2W-FRI-100%,2,2,1,0,0,0.009993386,0.0093,0.178207054,0.287422785,0.57082
159,15,2W-FRI-100%,3,3,1,0,0,0.009993386,0.0093,0.178207054,0.287422785,0.5654
160,15,2W-FRI-100%,3,3,2,0,0,0.009993386,0.0093,0.178207054,0.287422785,0.56778
135,15,2W-FRI-100%,1,1,1,0,0,0.009895016,0.0092,0.177890369,0.287423074,0.57478
136,15,2W-FRI-100%,1,1,2,0,0,0.009895016,0.0092,0.177890369,0.287423074,0.57502
148,15,2W-FRI-100%,2,2,2,0,0,0.009895016,0.0092,0.177890369,0.287423074,0.57524
149,15,2W-FRI-100%,2,2,3,0,0,0.009895016,0.0092,0.177890369,0.287423074,0.57334
161,15,2W-FRI-100%,3,3,3,0,0,0.009895016,0.0092,0.177890369,0.287423074,0.57252
96,10,4W-FRI-100%,2,3,1,0,0,0.007141924,0.0067,0.16695507,0.283003646,0.46258
97,10,4W-FRI-100%,2,3,2,0,0,0.007141924,0.0067,0.16695507,0.283003646,0.46508
315,20,4W-FRI-100%,3,1,1,0,0,0.007475378,0.007,0.165344373,0.27589189,0.6642
316,20,4W-FRI-100%,3,1,2,0,0,0.007475378,0.007,0.165344373,0.27589189,0.67194
84,10,4W-FRI-100%,1,2,1,0,0,0.00662899,0.0063,0.165097039,0.282745144,0.46186
279,20,3W-FRI-100%,2,1,1,0,0,0.007795029,0.0073,0.161174836,0.26253749,0.39614
262,20,2W-FRI-100%,3,1,2,0,0,0.007512998,0.0071,0.160041541,0.262968269,0.56074
261,20,2W-FRI-100%,3,1,1,0,0,0.006923697,0.0065,0.157815321,0.26271112,0.55568
281,20,3W-FRI-100%,2,1,3,0,0,0.006487248,0.0061,0.156163691,0.261845286,0.36442
85,10,4W-FRI-100%,1,2,2,0,0,0.003571179,0.0034,0.154921633,0.283366638,0.46578
211,15,4W-FRI-100%,3,2,2,0,0,-0.003904272,-0.0039,0.130582601,0.287532959,0.6436
212,15,4W-FRI-100%,3,2,3,0,0,-0.003904272,-0.0039,0.130582601,0.287532959,0.64846
210,15,4W-FRI-100%,3,2,1,0,0,-0.004582888,-0.0045,0.1280387,0.287450255,0.66534
201,15,4W-FRI-100%,2,2,1,0,0,-0.005127284,-0.0051,0.123401028,0.282734903,0.66142
213,15,4W-FRI-100%,3,3,1,0,0,-0.005127284,-0.0051,0.123401028,0.282734903,0.66328
214,15,4W-FRI-100%,3,3,2,0,0,-0.005127284,-0.0051,0.123401028,0.282734903,0.66414
189,15,4W-FRI-100%,1,1,1,0,0,-0.005238049,-0.0052,0.122982564,0.282735423,0.67166
190,15,4W-FRI-100%,1,1,2,0,0,-0.005238049,-0.0052,0.122982564,0.282735423,0.67002
202,15,4W-FRI-100%,2,2,2,0,0,-0.005238049,-0.0052,0.122982564,0.282735423,0.67172
203,15,4W-FRI-100%,2,2,3,0,0,-0.005238049,-0.0052,0.122982564,0.282735423,0.67208
215,15,4W-FRI-100%,3,3,3,0,0,-0.005238049,-0.0052,0.122982564,0.282735423,0.67104
192,15,4W-FRI-100%,1,2,1,0,0,-0.01128538,-0.0116,0.096341414,0.278183658,0.63374
204,15,4W-FRI-100%,2,3,1,0,0,-0.013312973,-0.0138,0.090419636,0.281753928,0.75162
205,15,4W-FRI-100%,2,3,2,0,0,-0.013312973,-0.0138,0.090419636,0.281753928,0.75616
206,15,4W-FRI-100%,2,3,3,0,0,-0.014501402,-0.0151,0.085565659,0.281892145,0.75892
191,15,4W-FRI-100%,1,1,3,0,0,-0.014757261,-0.0154,0.085030925,0.282641667,0.76116
290,20,3W-FRI-100%,3,1,3,0,0,-0.016014441,-0.0168,0.07124543,0.270986055,0.45268
289,20,3W-FRI-100%,3,1,2,0,0,-0.019375307,-0.0207,0.052706698,0.266908857,0.44708
157,15,2W-FRI-100%,3,2,2,0,0,-0.025077436,-0.0276,0.044600817,0.289254182,0.65462
158,15,2W-FRI-100%,3,2,3,0,0,-0.025077436,-0.0276,0.044600817,0.289254182,0.64998
145,15,2W-FRI-100%,2,1,2,0,0,-0.025962135,-0.0287,0.041882793,0.290907223,0.70842
156,15,2W-FRI-100%,3,2,1,0,0,-0.025654527,-0.0283,0.041851223,0.289181063,0.66772
146,15,2W-FRI-100%,2,1,3,0,0,-0.02657424,-0.0294,0.039059813,0.290959079,0.72012
153,15,2W-FRI-100%,3,1,1,0,0,-0.02732948,-0.0304,0.036964376,0.292643781,0.82314
193,15,4W-FRI-100%,1,2,2,0,0,-0.027055596,-0.0301,0.02525008,0.277993394,0.8022
194,15,4W-FRI-100%,1,2,3,0,0,-0.027055596,-0.0301,0.02525008,0.277993394,0.80502
288,20,3W-FRI-100%,3,1,1,0,0,-0.027088097,-0.0301,0.013970793,0.266032948,0.474
144,15,2W-FRI-100%,2,1,1,0,0,-0.032175597,-0.0368,0.011807587,0.291069509,0.7763
154,15,2W-FRI-100%,3,1,2,0,0,-0.033796408,-0.0391,0.004643364,0.292233786,0.82548
155,15,2W-FRI-100%,3,1,3,0,0,-0.034302188,-0.0398,0.002040998,0.292257316,0.836
89,10,4W-FRI-100%,1,3,3,0,0,-0.034045144,-0.0394,-0.000534314,0.288263796,0.6545
88,10,4W-FRI-100%,1,3,2,0,0,-0.036178512,-0.0424,-0.012341334,0.287878905,0.66408
195,15,4W-FRI-100%,1,3,1,0,0,-0.038363374,-0.0456,-0.035784917,0.277661555,0.76062
196,15,4W-FRI-100%,1,3,2,0,0,-0.038436469,-0.0457,-0.036210737,0.277662009,0.76878
197,15,4W-FRI-100%,1,3,3,0,0,-0.038965727,-0.0465,-0.03816302,0.278668033,0.773
87,10,4W-FRI-100%,1,3,1,0,0,-0.042061806,-0.0512,-0.047190159,0.286718731,0.65486
