,lookback,frequency,ShortTermWeight,LongTermWeight,RSI_weight,v_ratio_weight,Z_weight,TotalAnnReturn,CAGR,sharpe,volatility,p_val
30,10,2W-FRI-100%,3,2,1,0,0,0.06792322,0.052,0.33233299,0.265623039,0.42112
26,10,2W-FRI-100%,2,2,1,0,0,0.064523192,0.0499,0.326243708,0.260315495,0.40264
20,10,2W-FRI-100%,1,1,1,0,0,0.06437729,0.0498,0.325893785,0.26031586,0.4111
27,10,2W-FRI-100%,2,2,2,0,0,0.06437729,0.0498,0.325893785,0.26031586,0.41348
21,10,2W-FRI-100%,1,1,2,0,0,0.062981733,0.0489,0.322362225,0.261034164,0.48924
114,20,2W-FRI-100%,4,2,1,0,0,0.060910534,0.0476,0.316888535,0.261948239,0.51422
63,15,2W-FRI-100%,1,2,2,0,0,0.057065497,0.0451,0.305141787,0.28307387,0.35208
62,15,2W-FRI-100%,1,2,1,0,0,0.048783967,0.0396,0.285531895,0.283233604,0.41568
116,20,2W-FRI-100%,5,1,1,0,0,0.046471991,0.038,0.279766611,0.26702089,0.62354
117,20,2W-FRI-100%,5,1,2,0,0,0.040582205,0.0338,0.264031668,0.267281141,0.62124
119,20,2W-FRI-100%,5,2,2,0,0,0.030823419,0.0266,0.236122787,0.263096882,0.50122
118,20,2W-FRI-100%,5,2,1,0,0,0.030823419,0.0266,0.236122787,0.263096882,0.50232
112,20,2W-FRI-100%,4,1,1,0,0,0.028591928,0.0248,0.229526501,0.263861204,0.57146
113,20,2W-FRI-100%,4,1,2,0,0,0.025262321,0.0222,0.219393284,0.263973198,0.5766
66,15,2W-FRI-100%,2,2,1,0,0,0.009993386,0.0093,0.178207054,0.287422785,0.5679
67,15,2W-FRI-100%,2,2,2,0,0,0.009895016,0.0092,0.177890369,0.287423074,0.57502
60,15,2W-FRI-100%,1,1,1,0,0,0.009895016,0.0092,0.177890369,0.287423074,0.5753
61,15,2W-FRI-100%,1,1,2,0,0,0.009895016,0.0092,0.177890369,0.287423074,0.5765
109,20,2W-FRI-100%,3,1,2,0,0,0.007512998,0.0071,0.160041541,0.262968269,0.55422
108,20,2W-FRI-100%,3,1,1,0,0,0.006923697,0.0065,0.157815321,0.26271112,0.55802
76,15,2W-FRI-100%,5,1,1,0,0,-0.016538206,-0.0174,0.088007038,0.297621077,0.78554
77,15,2W-FRI-100%,5,1,2,0,0,-0.016538206,-0.0174,0.088007038,0.297621077,0.78886
72,15,2W-FRI-100%,4,1,1,0,0,-0.020962265,-0.0225,0.065284513,0.291956532,0.80976
73,15,2W-FRI-100%,4,1,2,0,0,-0.020962265,-0.0225,0.065284513,0.291956532,0.81198
71,15,2W-FRI-100%,3,2,2,0,0,-0.025077436,-0.0276,0.044600817,0.289254182,0.65496
65,15,2W-FRI-100%,2,1,2,0,0,-0.025962135,-0.0287,0.041882793,0.290907223,0.7081
70,15,2W-FRI-100%,3,2,1,0,0,-0.025654527,-0.0283,0.041851223,0.289181063,0.66772
68,15,2W-FRI-100%,3,1,1,0,0,-0.02732948,-0.0304,0.036964376,0.292643781,0.82628
75,15,2W-FRI-100%,4,2,2,0,0,-0.032175597,-0.0368,0.011807587,0.291069509,0.7774
64,15,2W-FRI-100%,2,1,1,0,0,-0.032175597,-0.0368,0.011807587,0.291069509,0.77912
74,15,2W-FRI-100%,4,2,1,0,0,-0.032700023,-0.0375,0.009066894,0.290996743,0.79196
69,15,2W-FRI-100%,3,1,2,0,0,-0.033796408,-0.0391,0.004643364,0.292233786,0.82536
78,15,2W-FRI-100%,5,2,1,0,0,-0.036129518,-0.0423,-0.007332605,0.292549984,0.78428
79,15,2W-FRI-100%,5,2,2,0,0,-0.036129518,-0.0423,-0.007332605,0.292549984,0.78612
